LED3 DC,0.9279999999999999,0.9279999999999999,0.9279999999999999,0.9279999999999999,0.9279999999999999,0.9279999999999999,0.9279999999999999,0.9279999999999999,0.9279999999999999,0.9279999999999999,0.892
SecondaryA,0.527,0.6475,0.768,0.7929999999999999,0.818,0.843,0.8604999999999999,0.878,0.888,0.898,0.929
SecondaryB,0.527,0.647,0.767,0.7917000000000001,0.8162999999999999,0.841,0.858,0.875,0.884,0.893,0.852
SecondaryC,0.528,0.6475,0.767,0.7913,0.8157,0.84,0.857,0.8740000000000001,0.883,0.892,0.89
SecondaryA250,0.217,0.35600000000000004,0.45299999999999996,0.524,0.579,0.622,0.657,0.6715000000000001,0.6859999999999999,0.711,0.731
SecondaryA500,0.35600000000000004,0.524,0.622,0.6859999999999999,0.731,0.765,0.79,0.8,0.81,0.8270000000000001,0.84
Agilent Supply,0.354,0.52,0.62,0.674,0.71,0.735,0.7509999999999999,0.763,0.772,0.779,0.855
Agilent Supply 250,0.11699999999999999,0.213,0.29,0.35200000000000004,0.40399999999999997,0.44799999999999995,0.486,0.502,0.518,0.5539999999999999,0.578
Agilent Supply 500,0.213,0.35200000000000004,0.44799999999999995,0.518,0.578,0.618,0.648,0.66,0.672,0.6920000000000001,0.708
HP Envy AC Steve,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838
HP Elite AC Steve,0.8240000000000001,0.8503000000000001,0.8503000000000001,0.8503000000000001,0.8503000000000001,0.8503000000000001,0.8503000000000001,0.8503000000000001,0.8503000000000001,0.8503000000000001,0.8503000000000001
HP Pavilion AC Steve,0.7958,0.8304,0.8304,0.8304,0.8304,0.8304,0.8304,0.8304,0.8304,0.8304,0.8304
LED1 AC Steve,0.8167,0.8451000000000001,0.8451000000000001,0.8451000000000001,0.8451000000000001,0.8451000000000001,0.8451000000000001,0.8451000000000001,0.8451000000000001,0.8451000000000001,0.8451000000000001
LED2 AC Steve,0.8167,0.8451000000000001,0.8451000000000001,0.8451000000000001,0.8451000000000001,0.8451000000000001,0.8451000000000001,0.8451000000000001,0.8451000000000001,0.8451000000000001,0.8451000000000001
LED3 AC Steve,0.8167,0.8451000000000001,0.8451000000000001,0.8451000000000001,0.8451000000000001,0.8451000000000001,0.8451000000000001,0.8451000000000001,0.8451000000000001,0.8451000000000001,0.8451000000000001
HP Envy DC Steve,0.9039,0.9123,0.9123,0.9123,0.9123,0.9123,0.9123,0.9123,0.9123,0.9123,0.9123
HP Elite DC Steve,0.9231999999999999,0.9287000000000001,0.9287000000000001,0.9287000000000001,0.9287000000000001,0.9287000000000001,0.9287000000000001,0.9287000000000001,0.9287000000000001,0.9287000000000001,0.9287000000000001
HP Pavilion DC Steve,0.9344,0.9681000000000001,0.9681000000000001,0.9681000000000001,0.9681000000000001,0.9681000000000001,0.9681000000000001,0.9681000000000001,0.9681000000000001,0.9681000000000001,0.9681000000000001
LED1 DC Steve,0.9277,0.9326000000000001,0.9326000000000001,0.9326000000000001,0.9326000000000001,0.9326000000000001,0.9326000000000001,0.9326000000000001,0.9326000000000001,0.9326000000000001,0.9326000000000001
LED2 DC Steve,0.9277,0.9326000000000001,0.9326000000000001,0.9326000000000001,0.9326000000000001,0.9326000000000001,0.9326000000000001,0.9326000000000001,0.9326000000000001,0.9326000000000001,0.9326000000000001
LED3 DC Steve,0.9277,0.9326000000000001,0.9326000000000001,0.9326000000000001,0.9326000000000001,0.9326000000000001,0.9326000000000001,0.9326000000000001,0.9326000000000001,0.9326000000000001,0.9326000000000001
Secondary AC Steve 2,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675
Secondary DC Steve,0.7398,0.7398,0.7398,0.7398,0.7398,0.7398,0.7398,0.7398,0.7398,0.7398,0.7398
Agilent Supply Steve,0.3893,0.3893,0.3893,0.3893,0.3893,0.3893,0.3893,0.3893,0.3893,0.3893,0.3893
Y3 DC LED 56,0.8576,0.8576,0.8576,0.8576,0.8576,0.8576,0.8576,0.8576,0.8576,0.8576,0.8576
Y3 DC LED 48,0.8668,0.8668,0.8668,0.8668,0.8668,0.8668,0.8668,0.8668,0.8668,0.8668,0.8668
Y3 AC LED,0.8321,0.8321,0.8321,0.8321,0.8321,0.8321,0.8321,0.8321,0.8321,0.8321,0.8321
Y3 DC Fan,0.8078,0.8571,0.8695999999999999,0.8787999999999999,0.8823000000000001,0.8939,0.8904000000000001,0.9054000000000001,0.9039,0.9020999999999999,0.9070999999999999
Y3 AC Fan,0.8204,0.846,0.851,0.8537,0.8532,0.8543999999999999,0.8540000000000001,0.8545999999999999,0.8549,0.8552,0.8543000000000001
Y3 Tenma,0.2372,0.321,0.3628,0.389,0.41090000000000004,0.4269,0.4382,0.44270000000000004,0.447,0.45530000000000004,0.4617
Y3 Tycon,0.7251000000000001,0.8269,0.8645,0.8815999999999999,0.8928,0.8969,0.8987,0.8993000000000001,0.8989,0.8981999999999999,0.8965000000000001
Y3 DC WallAdapter,0.8078,0.8571,0.8695999999999999,0.8787999999999999,0.8823000000000001,0.8939,0.8904000000000001,0.9054000000000001,0.9039,0.9020999999999999,0.9070999999999999
Y3 AC WallAdapter,0.8884000000000001,0.8913,0.8901,0.8911,0.8893000000000001,0.8885,0.8809,0.8795000000000001,0.8785,0.8756999999999999,0.872
Y4 AC Refrigerator,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
Y4 AC High Bay Light,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
Y4 DC High Bay Light,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985
GSA DC LED OLD,0.5941,0.7453,0.8145,0.8541,0.8721,0.8806,0.8868,0.8893000000000001,0.8915000000000001,0.8952,0.8981999999999999
GSA DC LED,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
LED2CFL Conversion,0.3627,0.4282,0.4437,0.4518,0.45549999999999996,0.45799999999999996,0.4586,0.45880000000000004,0.45880000000000004,0.45799999999999996,0.45799999999999996
Power Optimizer H,0.9681661631419941,0.9822235649546829,0.987058912386707,0.9890528700906346,0.9899501510574019,0.9899501510574019,0.9899501510574019,0.9899501510574019,0.99,0.9896510574018128,0.9896510574018128
MPPT CC H,0.9858,0.9890000000000002,0.99,0.9889,0.9873999999999999,0.9856999999999999,0.9839,0.983,0.9821,0.9802,0.9783
DC-DC LED Driver HL,0.7460499973234838,0.933704833788341,0.9516706814410362,0.9622113377228199,0.9668326106739467,0.97,0.97,0.9697923023392752,0.9695846046785503,0.96870188962047,0.9688057384508323
Secondary AC Steve 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Secondary AC Steve 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSA AC LED Lutron,0.8405455942622951,0.8519339139344262,0.8545619877049181,0.8547809938524591,0.855,0.8546495901639344,0.8542991803278688,0.854123975409836,0.8537735655737705,0.8530727459016394,0.8523719262295082
